t_seconds,soc_percent
1041,87.39558350833039
1042,87.4733454432628
1043,87.5509950554003
1044,87.62853250698696
1045,87.70595796003242
1046,87.78327157631237
1047,87.86047351736882
1048,87.9375639445104
1049,88.01454301881277
1050,88.09141090111893
1051,88.16816775203954
1052,88.24481373195326
1053,88.3213490010071
1054,88.39777371911676
1055,88.47408804596692
1056,88.55029214101164
1057,88.62638616347462
1058,88.7023702723496
1059,88.77824462640065
1060,88.85400938416251
1061,88.92966470394094
1062,89.00521074381302
1063,89.08064766162751
1064,89.15597561500516
1065,89.23119476133904
1066,89.30630525779489
1067,89.3813072613114
1068,89.45620092860062
1069,89.5309864161482
1070,89.60566388021375
1071,89.68023347683122
1072,89.75469536180913
1073,89.82904969073095
1074,89.90329661895545
1075,89.97743630161696
1076,90.05146889362574
1077,90.12539454966829
1078,90.19921342420766
1079,90.2729256714838
1080,90.34653144551389
1081,90.4200309000926
1082,90.49342418879246
1083,90.5667114649642
1084,90.63989288173703
1085,90.71296859201897
1086,90.78593874849716
1087,90.85880350363821
1088,90.93156300968852
1089,91.00421741867453
1090,91.0767668824031
1091,91.14921155246186
1092,91.22155158021943
1093,91.29378711682578
1094,91.36591831321259
1095,91.4379453200935
1096,91.50986828796448
1097,91.58168736710408
1098,91.65340270757382
1099,91.72501445921843
1100,91.79652277166622
1101,91.86792779432936
1102,91.93922967640422
1103,92.01042856687164
1104,92.08152461449727
1105,92.15251796783188
1106,92.22340877521168
1107,92.2941971847586
1108,92.36488334438062
1109,92.43546740177207
1110,92.50594950441396
1111,92.57632979957425
1112,92.6466084343082
1113,92.71678555545866
1114,92.78686130965633
1115,92.85683584332016
1116,92.92670930265758
1117,92.99648183366486
1118,93.06615358212734
1119,93.13572469361982
1120,93.20519531350682
1121,93.27456558694287
1122,93.34383565887285
1123,93.41300567403225
1124,93.48207577694754
1125,93.55104611193639
1126,93.61991682310803
1127,93.68868805436354
1128,93.75735994939612
1129,93.82593265169143
1130,93.89440630452788
1131,93.96278105097689
1132,94.03105703390325
1133,94.0992343959654
1134,94.16731327961567
1135,94.23529382710066
1136,94.30317618046152
1137,94.37096048153418
1138,94.43864687194974
1139,94.50623549313471
1140,94.57372648631129
1141,94.64111999249772
1142,94.70841615250856
1143,94.77561510695494
1144,94.8427169962449
1145,94.90972196058367
1146,94.97663013997393
1147,95.0434416742162
1148,95.110156702909
1149,95.17677536544923
1150,95.24329780103247
1151,95.3097241486532
1152,95.37605454710514
1153,95.44228913498155
1154,95.50842805067546
1155,95.57447143238004
1156,95.64041941808883
1157,95.70627214559603
1158,95.77202975249683
1159,95.83769237618768
1160,95.90326015386651
1161,95.96873322253315
1162,96.0341117189895
1163,96.09939577983984
1164,96.16458554149118
1165,96.22968114015347
1166,96.29468271183993
1167,96.35959039236727
1168,96.42440431735606
1169,96.48912462223099
1170,96.5537514422211
1171,96.61828491236011
1172,96.6827251674867
1173,96.74707234224476
1174,96.81132657108374
1175,96.87548798825884
1176,96.93955672783136
1177,97.00353292366894
1178,97.06734657436859
1179,97.12980123065518
1180,97.19092583407641
1181,97.2507487098322
1182,97.30929757990059
1183,97.36659957588418
1184,97.42268125158294
1185,97.47756859529923
1186,97.53128704188082
1187,97.58386148450742
1188,97.63531628622624
1189,97.6856752912418
1190,97.73496183596535
1191,97.78319875982905
1192,97.83040841586973
1193,97.87661268108731
1194,97.92183296658267
1195,97.96609022747953
1196,98.00940497263505
1197,98.05179727414375
1198,98.09328677663883
1199,98.1338927063956
1200,98.17363388024089
1201,98.21252871427279
1202,98.25059523239476
1203,98.28785107466783
1204,98.32431350548508
1205,98.35999942157197
1206,98.39492535981627
1207,98.4291075049313
1208,98.4625616969559
1209,98.4953034385948
1210,98.52734790240251
1211,98.55870993781431
1212,98.58940407802753
1213,98.6194445467362
1214,98.64884526472238
1215,98.677619856307
1216,98.70578165566343
1217,98.73334371299653
1218,98.76031880059013
1219,98.78671941872571
1220,98.81255780147507
1221,98.83784592236958
1222,98.86259549994875
1223,98.88681800319058
1224,98.91052465682634
1225,98.93372644654208
1226,98.95643412406943
1227,98.97865821216796
1228,99.00040900950141
1229,99.02169659541018
1230,99.042530834582
1231,99.06292138162331
